image,mask,issue,severity
ISIC_0010056.JPG,ISIC_0010056_A04_T1_S2_55944d619fc3c13155bcaedd.png,Mask touches image border,low
ISIC_0010056.JPG,ISIC_0010056_A06_T1_S1_55ddf7319fc3c10470dbf9d4.png,Mask touches image border,low
ISIC_0010057.JPG,ISIC_0010057_A04_T1_S1_55944d499fc3c13155bcaed7.png,Mask touches image border,low
ISIC_0010062.JPG,ISIC_0010062_A04_T1_S1_55944cf19fc3c13155bcaeb9.png,Mask touches image border,low
ISIC_0010063.JPG,ISIC_0010063_A04_T1_S1_55944cd59fc3c13155bcaeb3.png,Mask touches image border,low
ISIC_0010065.JPG,ISIC_0010065_A06_T3_S1_568bbb5f9fc3c126c063ff82.png,Mask covers entire image,high
ISIC_0010071.JPG,ISIC_0010071_A04_T1_S1_5594462b9fc3c13155bcae80.png,Mask touches image border,low
ISIC_0010072.JPG,ISIC_0010072_A04_T1_S1_5594460e9fc3c13155bcae7a.png,Mask touches image border,low
ISIC_0010078.JPG,ISIC_0010078_A04_T1_S1_5594458d9fc3c13155bcae56.png,Mask touches image border,low
ISIC_0010093.JPG,ISIC_0010093_A04_T1_S1_559442609fc3c13155bcadfc.png,Mask touches image border,low
ISIC_0010106.JPG,ISIC_0010106_A06_T1_S1_55ddfa089fc3c10470dbfc3e.png,Mask touches image border,low
ISIC_0010108.JPG,ISIC_0010108_A06_T1_S1_55ddfa349fc3c10470dbfc50.png,Mask touches image border,low
ISIC_0010108.JPG,ISIC_0010108_A04_T1_S2_559440ec9fc3c13155bcada2.png,Mask touches image border,low
ISIC_0010115.JPG,ISIC_0010115_A04_T1_S1_559440209fc3c13155bcad78.png,Mask touches image border,low
ISIC_0010122.JPG,ISIC_0010122_A06_T1_S1_55df141b9fc3c10470dc05d4.png,Mask touches image border,low
ISIC_0010122.JPG,ISIC_0010122_A04_T1_S2_55942c189fc3c1315514621d.png,Mask touches image border,low
ISIC_0010129.JPG,ISIC_0010129_A04_T1_S1_55942b509fc3c131551461f3.png,Mask touches image border,low
ISIC_0010131.JPG,ISIC_0010131_A04_T1_S1_55942b0c9fc3c131551461e7.png,Mask touches image border,low
ISIC_0010133.JPG,ISIC_0010133_A04_T1_S1_55942acf9fc3c131551461db.png,Mask touches image border,low
ISIC_0010134.JPG,ISIC_0010134_A04_T1_S1_55942ab39fc3c131551461d5.png,Mask touches image border,low
ISIC_0010135.JPG,ISIC_0010135_A04_T1_S1_55942a8f9fc3c131551461cf.png,Mask touches image border,low
ISIC_0010136.JPG,ISIC_0010136_A04_T1_S1_55942a6b9fc3c131551461c9.png,Mask touches image border,low
ISIC_0010139.JPG,ISIC_0010139_A04_T3_S2_55942a179fc3c131551461b7.png,Mask touches image border,low
ISIC_0010151.JPG,ISIC_0010151_A04_T3_S1_559428c39fc3c1315514616f.png,Mask touches image border,low
ISIC_0010162.JPG,ISIC_0010162_A04_T1_S1_559427bc9fc3c1315514612d.png,Mask touches image border,low
ISIC_0010166.JPG,ISIC_0010166_A04_T1_S1_559427339fc3c13155146115.png,Mask touches image border,low
ISIC_0010169.JPG,ISIC_0010169_A04_T1_S1_55a939989fc3c156bd715c6f.png,Mask touches image border,low
ISIC_0010179.JPG,ISIC_0010179_A04_T1_S2_55a938ba9fc3c156bd715c33.png,Mask touches image border,low
ISIC_0010189.JPG,ISIC_0010189_A04_T1_S1_55a92e6f9fc3c156bd715bf7.png,Mask touches image border,low
ISIC_0010189.JPG,ISIC_0010189_A06_T1_S1_568bba469fc3c126c063ff76.png,Mask touches image border,low
ISIC_0010190.JPG,ISIC_0010190_A06_T1_S1_568b330f9fc3c126c063febc.png,Mask touches image border,low
ISIC_0010190.JPG,ISIC_0010190_A04_T3_S1_55a92e539fc3c156bd715bf1.png,Mask touches image border,low
ISIC_0010194.JPG,ISIC_0010194_A04_T1_S1_55a92dd89fc3c156bd715bd9.png,Mask touches image border,low
ISIC_0010202.JPG,ISIC_0010202_A04_T3_S1_55a929709fc3c156bd715ba9.png,Mask touches image border,low
ISIC_0010204.JPG,ISIC_0010204_A04_T1_S1_55a9290e9fc3c156bd715b9d.png,Mask touches image border,low
ISIC_0010204.JPG,ISIC_0010204_A06_T1_S1_568bbc079fc3c126c063ff88.png,Mask touches image border,low
ISIC_0010209.JPG,ISIC_0010209_A04_T1_S1_55a9278a9fc3c156bd715b7f.png,Mask touches image border,low
ISIC_0010213.JPG,ISIC_0010213_A04_T1_S1_55a927089fc3c156bd715b67.png,Mask touches image border,low
ISIC_0010217.JPG,ISIC_0010217_A04_T1_S1_55a9269e9fc3c156bd715b4f.png,Mask touches image border,low
ISIC_0010222.JPG,ISIC_0010222_A04_T1_S1_55a9263f9fc3c156bd715b31.png,Mask touches image border,low
ISIC_0010228.JPG,ISIC_0010228_A04_T1_S1_55a925a49fc3c156bd715b0d.png,Mask touches image border,low
ISIC_0010231.JPG,ISIC_0010231_A04_T1_S1_55a925379fc3c156bd715afb.png,Mask touches image border,low
ISIC_0010235.JPG,ISIC_0010235_A06_T1_S1_568bb9009fc3c126c063ff6d.png,Mask touches image border,low
ISIC_0010235.JPG,ISIC_0010235_A04_T1_S1_55a924e19fc3c156bd715ae3.png,Mask touches image border,low
ISIC_0010239.JPG,ISIC_0010239_A04_T3_S2_55a924769fc3c156bd715acb.png,Mask touches image border,low
ISIC_0010239.JPG,ISIC_0010239_A06_T1_S1_55dba4509fc3c10470dbaec1.png,Mask touches image border,low
ISIC_0010245.JPG,ISIC_0010245_A04_T1_S1_55a923e99fc3c156bd715aa7.png,Mask touches image border,low
ISIC_0010257.JPG,ISIC_0010257_A04_T1_S1_55a922299fc3c156bd715a5f.png,Mask touches image border,low
ISIC_0010271.JPG,ISIC_0010271_A06_T1_S1_55ddf1c19fc3c10470dbf79a.png,Mask touches image border,low
ISIC_0010276.JPG,ISIC_0010276_A04_T1_S1_5595ac8c9fc3c13155bcb0b8.png,Mask touches image border,low
ISIC_0010284.JPG,ISIC_0010284_A04_T1_S1_55958db59fc3c13155bcb088.png,Mask touches image border,low
ISIC_0010288.JPG,ISIC_0010288_A06_T1_S1_55ddf3249fc3c10470dbf836.png,Mask touches image border,low
ISIC_0010288.JPG,ISIC_0010288_A04_T1_S2_55958d529fc3c13155bcb070.png,Mask touches image border,low
ISIC_0010290.JPG,ISIC_0010290_A04_T1_S1_55958d069fc3c13155bcb064.png,Mask touches image border,low
ISIC_0010296.JPG,ISIC_0010296_A04_T1_S1_55958b389fc3c13155bcb040.png,Mask touches image border,low
ISIC_0010298.JPG,ISIC_0010298_A04_T1_S1_55958ae59fc3c13155bcb034.png,Mask touches image border,low
ISIC_0010303.JPG,ISIC_0010303_A04_T1_S1_55958a1b9fc3c13155bcb016.png,Mask touches image border,low
ISIC_0010322.JPG,ISIC_0010322_A06_T1_S1_568b41729fc3c126c063ff28.png,Mask touches image border,low
ISIC_0010323.JPG,ISIC_0010323_A04_T1_S1_55a91f859fc3c156bd7159f9.png,Mask touches image border,low
ISIC_0010324.JPG,ISIC_0010324_A04_T1_S1_55a91f6b9fc3c156bd7159f3.png,Mask touches image border,low
ISIC_0010329.JPG,ISIC_0010329_A04_T1_S1_55a91ed19fc3c156bd7159d5.png,Mask touches image border,low
ISIC_0010331.JPG,ISIC_0010331_A04_T1_S1_55a91e429fc3c156bd7159c9.png,Mask touches image border,low
ISIC_0010334.JPG,ISIC_0010334_A04_T3_S1_55a91dbb9fc3c156bd7159b7.png,Mask touches image border,low
ISIC_0010335.JPG,ISIC_0010335_A04_T1_S1_55a91d989fc3c156bd7159b1.png,Mask touches image border,low
ISIC_0010349.JPG,ISIC_0010349_A04_T1_S2_55a9145b9fc3c156bd71595d.png,Mask touches image border,low
ISIC_0010349.JPG,ISIC_0010349_A06_T1_S1_55dba72c9fc3c10470dbb071.png,Mask touches image border,low
ISIC_0010363.JPG,ISIC_0010363_A04_T1_S1_55a911129fc3c156bd715909.png,Mask touches image border,low
ISIC_0010366.JPG,ISIC_0010366_A04_T1_S2_55a90e399fc3c156bd7158f7.png,Mask touches image border,low
ISIC_0010376.JPG,ISIC_0010376_A04_T1_S1_55a80e799fc3c156bd7158bb.png,Mask touches image border,low
ISIC_0010382.JPG,ISIC_0010382_A04_T1_S1_55a80dfc9fc3c156bd715897.png,Mask touches image border,low
ISIC_0010383.JPG,ISIC_0010383_A04_T1_S1_55a80de59fc3c156bd715891.png,Mask touches image border,low
ISIC_0010384.JPG,ISIC_0010384_A04_T1_S1_55a80dab9fc3c156bd71588b.png,Mask touches image border,low
ISIC_0010388.JPG,ISIC_0010388_A04_T1_S1_55a80d409fc3c156bd715873.png,Mask touches image border,low
ISIC_0010390.JPG,ISIC_0010390_A04_T1_S1_55a80d0a9fc3c156bd715867.png,Mask touches image border,low
ISIC_0010391.JPG,ISIC_0010391_A04_T1_S1_55a80ca79fc3c156bd715861.png,Mask touches image border,low
ISIC_0010407.JPG,ISIC_0010407_A04_T1_S1_55a80b019fc3c156bd715801.png,Mask touches image border,low
ISIC_0010412.JPG,ISIC_0010412_A04_T1_S1_55a806019fc3c156bd7157e3.png,Mask touches image border,low
ISIC_0010413.JPG,ISIC_0010413_A04_T1_S1_55a805e19fc3c156bd7157dd.png,Mask touches image border,low
ISIC_0010416.JPG,ISIC_0010416_A04_T3_S1_55a805579fc3c156bd7157cb.png,Mask touches image border,low
ISIC_0010425.JPG,ISIC_0010425_A04_T1_S1_55a804749fc3c156bd715795.png,Mask touches image border,low
ISIC_0010448.JPG,ISIC_0010448_A04_T1_S1_55a7ff7a9fc3c156bd71570b.png,Mask touches image border,low
ISIC_0010454.JPG,ISIC_0010454_A04_T3_S1_55a7feb49fc3c156bd7156e7.png,Mask touches image border,low
ISIC_0010455.JPG,ISIC_0010455_A04_T3_S1_55a7fea19fc3c156bd7156e1.png,Mask touches image border,low
ISIC_0010457.JPG,ISIC_0010457_A04_T1_S1_55a7fe7b9fc3c156bd7156d5.png,Mask touches image border,low
ISIC_0010469.JPG,ISIC_0010469_A04_T1_S1_55a7fd4a9fc3c156bd71568d.png,Mask touches image border,low
ISIC_0010473.JPG,ISIC_0010473_A04_T3_S1_55a7fce99fc3c156bd715675.png,Mask touches image border,low
ISIC_0010477.JPG,ISIC_0010477_A04_T1_S1_55a7fc9f9fc3c156bd71565d.png,Mask touches image border,low
ISIC_0010482.JPG,ISIC_0010482_A04_T1_S1_55a7f98a9fc3c156bd71563f.png,Mask touches image border,low
ISIC_0010484.JPG,ISIC_0010484_A04_T1_S1_55a7f8a39fc3c156bd715633.png,Mask touches image border,low
ISIC_0010486.JPG,ISIC_0010486_A04_T1_S2_55a7f85f9fc3c156bd715627.png,Mask touches image border,low
ISIC_0010486.JPG,ISIC_0010486_A06_T1_S1_55dbabcf9fc3c10470dbb3cb.png,Mask touches image border,low
ISIC_0010492.JPG,ISIC_0010492_A04_T1_S1_55a7f6619fc3c156bd715603.png,Mask touches image border,low
ISIC_0010497.JPG,ISIC_0010497_A04_T1_S1_55a7f5d19fc3c156bd7155e5.png,Mask touches image border,low
ISIC_0010503.JPG,ISIC_0010503_A04_T1_S1_55a7f3ba9fc3c156bd7155c1.png,Mask touches image border,low
ISIC_0010504.JPG,ISIC_0010504_A04_T1_S1_55a7f39a9fc3c156bd7155bb.png,Mask touches image border,low
ISIC_0010516.JPG,ISIC_0010516_A04_T1_S1_55a7e9569fc3c156bd715573.png,Mask touches image border,low
ISIC_0010517.JPG,ISIC_0010517_A04_T3_S1_55a7e9389fc3c156bd71556d.png,Mask touches image border,low
ISIC_0010522.JPG,ISIC_0010522_A04_T3_S1_55a7e85e9fc3c156bd71554f.png,Mask touches image border,low
ISIC_0010532.JPG,ISIC_0010532_A04_T1_S1_55a7e7099fc3c156bd715513.png,Mask touches image border,low
ISIC_0010536.JPG,ISIC_0010536_A04_T1_S1_55a7e6a79fc3c156bd7154fb.png,Mask touches image border,low
ISIC_0010537.JPG,ISIC_0010537_A04_T1_S2_55a7e64c9fc3c156bd7154f5.png,Mask touches image border,low
ISIC_0010537.JPG,ISIC_0010537_A06_T1_S1_55dc55b19fc3c10470dbb5ab.png,Mask touches image border,low
ISIC_0010546.JPG,ISIC_0010546_A04_T1_S2_55a7e4dc9fc3c156bd7154bf.png,Mask touches image border,low
ISIC_0010559.JPG,ISIC_0010559_A04_T3_S1_55a7e11e9fc3c156bd715471.png,Mask touches image border,low
ISIC_0010563.JPG,ISIC_0010563_A04_T1_S1_55a7e0829fc3c156bd715459.png,Mask touches image border,low
ISIC_0010564.JPG,ISIC_0010564_A04_T1_S1_55a7e0349fc3c156bd715453.png,Mask touches image border,low
ISIC_0010576.JPG,ISIC_0010576_A04_T3_S1_55a7dd029fc3c156bd71540b.png,Mask touches image border,low
ISIC_0010579.JPG,ISIC_0010579_A04_T1_S1_55a7db6c9fc3c156bd7153f9.png,Mask touches image border,low
ISIC_0010580.JPG,ISIC_0010580_A04_T1_S1_55a7daf89fc3c156bd7153f3.png,Mask touches image border,low
ISIC_0010583.JPG,ISIC_0010583_A04_T1_S1_55a7da889fc3c156bd7153e1.png,Mask touches image border,low
ISIC_0010588.JPG,ISIC_0010588_A04_T1_S1_55a7d9ea9fc3c156bd7153c3.png,Mask touches image border,low
ISIC_0010589.JPG,ISIC_0010589_A04_T3_S1_55a7d9c79fc3c156bd7153bd.png,Mask touches image border,low
ISIC_0010596.JPG,ISIC_0010596_A04_T1_S1_55a7d8889fc3c156bd715393.png,Mask touches image border,low
ISIC_0010596.JPG,ISIC_0010596_A03_T1_S1_57be15e29fc3c1434763a361.png,Mask touches image border,low
ISIC_0010603.JPG,ISIC_0010603_A04_T1_S1_55a7d3179fc3c156bd715369.png,Mask touches image border,low
ISIC_0010604.JPG,ISIC_0010604_A04_T1_S1_55a7cc749fc3c156bd715360.png,Mask touches image border,low
ISIC_0010605.JPG,ISIC_0010605_A04_T1_S1_55a7c4619fc3c156bd71535a.png,Mask touches image border,low
ISIC_0010611.JPG,ISIC_0010611_A04_T1_S1_55a6ce129fc3c156bd715336.png,Mask touches image border,low
ISIC_0010616.JPG,ISIC_0010616_A04_T1_S1_55a6cd909fc3c156bd715318.png,Mask touches image border,low
ISIC_0010629.JPG,ISIC_0010629_A04_T1_S1_55a6c6a89fc3c156bd7152ca.png,Mask touches image border,low
ISIC_0010631.JPG,ISIC_0010631_A04_T1_S1_55a6c5909fc3c156bd7152be.png,Mask touches image border,low
ISIC_0010640.JPG,ISIC_0010640_A04_T1_S1_55a6c42c9fc3c156bd715288.png,Mask touches image border,low
ISIC_0010643.JPG,ISIC_0010643_A04_T1_S1_55a6c3dc9fc3c156bd715276.png,Mask touches image border,low
ISIC_0010645.JPG,ISIC_0010645_A04_T1_S1_55a6c0be9fc3c156bd71526a.png,Mask touches image border,low
ISIC_0010652.JPG,ISIC_0010652_A04_T3_S2_55a6bfe49fc3c156bd715240.png,Mask touches image border,low
ISIC_0010652.JPG,ISIC_0010652_A06_T1_S1_55dc59d89fc3c10470dbb85d.png,Mask touches image border,low
ISIC_0010653.JPG,ISIC_0010653_A04_T1_S1_55a6bfbe9fc3c156bd71523a.png,Mask touches image border,low
ISIC_0010662.JPG,ISIC_0010662_A04_T1_S1_55a6be869fc3c156bd715204.png,Mask touches image border,low
ISIC_0010663.JPG,ISIC_0010663_A04_T3_S1_55a6be609fc3c156bd7151fe.png,Mask touches image border,low
ISIC_0010680.JPG,ISIC_0010680_A04_T1_S1_55a6bc799fc3c156bd715198.png,Mask touches image border,low
ISIC_0010690.JPG,ISIC_0010690_A04_T1_S1_55a6bad39fc3c156bd71515c.png,Mask touches image border,low
ISIC_0010691.JPG,ISIC_0010691_A04_T1_S2_55a6bab59fc3c156bd715156.png,Mask touches image border,low
ISIC_0010692.JPG,ISIC_0010692_A04_T1_S1_55a6ba7e9fc3c156bd715150.png,Mask touches image border,low
ISIC_0010714.JPG,ISIC_0010714_A04_T1_S1_55a6b55c9fc3c156bd7150cc.png,Mask touches image border,low
ISIC_0010719.JPG,ISIC_0010719_A04_T1_S1_55a6b4bd9fc3c156bd7150ae.png,Mask touches image border,low
ISIC_0010725.JPG,ISIC_0010725_A04_T1_S1_55a6b4069fc3c156bd71508a.png,Mask touches image border,low
ISIC_0010729.JPG,ISIC_0010729_A04_T1_S1_55a6b32f9fc3c156bd715072.png,Mask touches image border,low
ISIC_0010736.JPG,ISIC_0010736_A04_T1_S1_55a6aeda9fc3c156bd715048.png,Mask touches image border,low
ISIC_0010758.JPG,ISIC_0010758_A04_T1_S1_55a6a91d9fc3c156bd714fc4.png,Mask touches image border,low
ISIC_0010769.JPG,ISIC_0010769_A04_T1_S1_55a6a79f9fc3c156bd714f82.png,Mask touches image border,low
ISIC_0010778.JPG,ISIC_0010778_A04_T1_S1_55a6a55c9fc3c156bd714f4c.png,Mask touches image border,low
ISIC_0010796.JPG,ISIC_0010796_A04_T1_S1_55a6a2459fc3c156bd714ee0.png,Mask touches image border,low
ISIC_0010797.JPG,ISIC_0010797_A04_T1_S1_55a6a1ea9fc3c156bd714eda.png,Mask touches image border,low
ISIC_0010799.JPG,ISIC_0010799_A06_T1_S1_55dc5f249fc3c10470dbbbcf.png,Mask touches image border,low
ISIC_0010812.JPG,ISIC_0010812_A04_T1_S2_55a69fbd9fc3c156bd714e80.png,Mask touches image border,low
ISIC_0010812.JPG,ISIC_0010812_A06_T1_S1_55dc5f8e9fc3c10470dbbc1d.png,Mask touches image border,low
ISIC_0010827.JPG,ISIC_0010827_A04_T3_S1_55a69d639fc3c156bd714e26.png,Mask touches image border,low
ISIC_0010830.JPG,ISIC_0010830_A04_T1_S1_55a69d0e9fc3c156bd714e14.png,Mask touches image border,low
ISIC_0010836.JPG,ISIC_0010836_A04_T1_S1_55a69c449fc3c156bd714df0.png,Mask touches image border,low
ISIC_0010847.JPG,ISIC_0010847_A03_T1_S1_57be16959fc3c1434763a363.png,Mask touches image border,low
ISIC_0010857.JPG,ISIC_0010857_A04_T1_S1_55a697a49fc3c156bd714d72.png,Mask touches image border,low
ISIC_0010859.JPG,ISIC_0010859_A04_T1_S1_55a697539fc3c156bd714d66.png,Mask touches image border,low
ISIC_0010866.JPG,ISIC_0010866_A04_T1_S1_55a6969e9fc3c156bd714d3c.png,Mask touches image border,low
ISIC_0010871.JPG,ISIC_0010871_A04_T1_S1_55a696039fc3c156bd714d1e.png,Mask touches image border,low
ISIC_0010872.JPG,ISIC_0010872_A04_T1_S1_55a695e49fc3c156bd714d18.png,Mask touches image border,low
ISIC_0010882.JPG,ISIC_0010882_A04_T1_S1_55a68d479fc3c156bd714cdc.png,Mask touches image border,low
ISIC_0010906.JPG,ISIC_0010906_A04_T1_S1_55a578089fc3c156bd714c4c.png,Mask touches image border,low
ISIC_0010909.JPG,ISIC_0010909_A04_T1_S1_55a577889fc3c156bd714c3a.png,Mask touches image border,low
ISIC_0010913.JPG,ISIC_0010913_A04_T1_S2_55a5768f9fc3c156bd714c22.png,Mask touches image border,low
ISIC_0010913.JPG,ISIC_0010913_A06_T1_S1_55ddb4169fc3c10470dbdfe8.png,Mask touches image border,low
ISIC_0010917.JPG,ISIC_0010917_A06_T1_S1_55ddb48e9fc3c10470dbe000.png,Mask touches image border,low
ISIC_0010928.JPG,ISIC_0010928_A04_T1_S1_55a56f6d9fc3c156bd714bc8.png,Mask touches image border,low
ISIC_0010938.JPG,ISIC_0010938_A04_T1_S2_55a56e639fc3c156bd714b8c.png,Mask touches image border,low
ISIC_0010946.JPG,ISIC_0010946_A06_T1_S1_55ddb6539fc3c10470dbe0ae.png,Mask touches image border,low
ISIC_0010946.JPG,ISIC_0010946_A04_T1_S2_55a56bb69fc3c156bd714b5c.png,Mask touches image border,low
ISIC_0010965.JPG,ISIC_0010965_A04_T1_S2_55a569af9fc3c156bd714aea.png,Mask touches image border,low
ISIC_0010965.JPG,ISIC_0010965_A06_T1_S1_55ddb77d9fc3c10470dbe120.png,Mask touches image border,low
ISIC_0010968.JPG,ISIC_0010968_A06_T1_S1_55ddb8219fc3c10470dbe132.png,Mask touches image border,low
ISIC_0010968.JPG,ISIC_0010968_A04_T1_S2_55a569289fc3c156bd714ad8.png,Mask touches image border,low
ISIC_0010971.JPG,ISIC_0010971_A04_T1_S2_55a566c29fc3c156bd714ac6.png,Mask touches image border,low
ISIC_0010971.JPG,ISIC_0010971_A06_T1_S1_55ddb8c89fc3c10470dbe180.png,Mask touches image border,low
ISIC_0010974.JPG,ISIC_0010974_A04_T1_S1_55a566659fc3c156bd714ab4.png,Mask touches image border,low
ISIC_0010975.JPG,ISIC_0010975_A04_T1_S2_55a5662d9fc3c156bd714aae.png,Mask touches image border,low
ISIC_0010979.JPG,ISIC_0010979_A04_T1_S1_55a565af9fc3c156bd714a96.png,Mask touches image border,low
ISIC_0010987.JPG,ISIC_0010987_A04_T1_S1_55a564809fc3c156bd714a66.png,Mask touches image border,low
ISIC_0010990.JPG,ISIC_0010990_A04_T3_S1_55a563fb9fc3c156bd714a54.png,Mask touches image border,low
ISIC_0011001.JPG,ISIC_0011001_A04_T1_S2_55a562b49fc3c156bd714a12.png,Mask touches image border,low
ISIC_0011007.JPG,ISIC_0011007_A06_T1_S1_55ddbbce9fc3c10470dbe3c0.png,Mask touches image border,low
ISIC_0011007.JPG,ISIC_0011007_A04_T1_S2_55a5621e9fc3c156bd7149ee.png,Mask touches image border,low
ISIC_0011008.JPG,ISIC_0011008_A04_T1_S1_55a561919fc3c156bd7149e8.png,Mask touches image border,low
ISIC_0011009.JPG,ISIC_0011009_A04_T1_S1_55a561739fc3c156bd7149e2.png,Mask touches image border,low
ISIC_0011013.JPG,ISIC_0011013_A04_T1_S2_55a561039fc3c156bd7149ca.png,Mask touches image border,low
ISIC_0011013.JPG,ISIC_0011013_A06_T1_S1_55ddbcb39fc3c10470dbe414.png,Mask touches image border,low
ISIC_0011032.JPG,ISIC_0011032_A04_T1_S1_55a55a239fc3c156bd714958.png,Mask touches image border,low
ISIC_0011033.JPG,ISIC_0011033_A04_T1_S2_55a559f19fc3c156bd714952.png,Mask touches image border,low
ISIC_0011039.JPG,ISIC_0011039_A04_T1_S2_55a559319fc3c156bd71492e.png,Mask touches image border,low
ISIC_0011039.JPG,ISIC_0011039_A06_T1_S1_55ddbf599fc3c10470dbe510.png,Mask touches image border,low
ISIC_0011046.JPG,ISIC_0011046_A04_T1_S1_55a557bc9fc3c156bd714904.png,Mask touches image border,low
ISIC_0011052.JPG,ISIC_0011052_A04_T1_S1_55a556fa9fc3c156bd7148e0.png,Mask touches image border,low
ISIC_0011056.JPG,ISIC_0011056_A04_T1_S2_55a545649fc3c156bd7148c8.png,Mask touches image border,low
ISIC_0011066.JPG,ISIC_0011066_A06_T1_S1_55ddc0c49fc3c10470dbe612.png,Mask touches image border,low
ISIC_0011066.JPG,ISIC_0011066_A04_T1_S2_55a542b59fc3c156bd71488c.png,Mask touches image border,low
ISIC_0011068.JPG,ISIC_0011068_A04_T1_S1_55a542489fc3c156bd714880.png,Mask touches image border,low
ISIC_0011069.JPG,ISIC_0011069_A04_T3_S1_55a541ee9fc3c156bd71487a.png,Mask touches image border,low
ISIC_0011070.JPG,ISIC_0011070_A04_T3_S2_55a541cc9fc3c156bd714874.png,Mask touches image border,low
ISIC_0011070.JPG,ISIC_0011070_A06_T1_S1_55ddc1299fc3c10470dbe62a.png,Mask touches image border,low
ISIC_0011071.JPG,ISIC_0011071_A04_T1_S1_55a541aa9fc3c156bd71486e.png,Mask touches image border,low
ISIC_0011079.JPG,ISIC_0011079_A04_T3_S1_55a53f1f9fc3c156bd71483e.png,Mask touches image border,low
ISIC_0011109.JPG,ISIC_0011109_A04_T1_S1_55a020889fc3c156bd71478a.png,Mask touches image border,low
ISIC_0011109.JPG,ISIC_0011109_A06_T1_S1_568b28539fc3c126c063fe77.png,Mask touches image border,low
ISIC_0011112.JPG,ISIC_0011112_A04_T1_S1_55a020289fc3c156bd714778.png,Mask touches image border,low
ISIC_0011120.JPG,ISIC_0011120_A04_T1_S1_55a01efb9fc3c156bd714748.png,Mask touches image border,low
ISIC_0011121.JPG,ISIC_0011121_A04_T1_S1_55a01ee49fc3c156bd714742.png,Mask touches image border,low
ISIC_0011121.JPG,ISIC_0011121_A06_T1_S1_568b3a1a9fc3c126c063fef2.png,Mask touches image border,low
ISIC_0011126.JPG,ISIC_0011126_A04_T1_S1_55a01e449fc3c156bd714724.png,Mask touches image border,low
ISIC_0011128.JPG,ISIC_0011128_A04_T1_S1_55a01e009fc3c156bd714718.png,Mask touches image border,low
ISIC_0011133.JPG,ISIC_0011133_A04_T3_S2_55a01d5a9fc3c156bd7146fa.png,Mask touches image border,low
ISIC_0011149.JPG,ISIC_0011149_A04_T1_S1_55a0185b9fc3c156bd71468e.png,Mask touches image border,low
ISIC_0011151.JPG,ISIC_0011151_A03_T1_S1_57be176c9fc3c1434763a36b.png,Mask touches image border,low
ISIC_0011151.JPG,ISIC_0011151_A02_T3_S1_57c061029fc3c158f2bd0e76.png,Mask touches image border,low
ISIC_0011154.JPG,ISIC_0011154_A04_T1_S1_55a017cf9fc3c156bd714670.png,Mask touches image border,low
ISIC_0011158.JPG,ISIC_0011158_A04_T1_S1_55a008db9fc3c156bd71463f.png,Mask touches image border,low
ISIC_0011159.JPG,ISIC_0011159_A04_T1_S1_55a008c19fc3c156bd714639.png,Mask touches image border,low
ISIC_0011167.JPG,ISIC_0011167_A04_T1_S1_55a008079fc3c156bd714609.png,Mask touches image border,low
ISIC_0011174.JPG,ISIC_0011174_A04_T1_S1_55a0039c9fc3c156bd7145df.png,Mask touches image border,low
ISIC_0011175.JPG,ISIC_0011175_A04_T1_S1_55a0033e9fc3c156bd7145d9.png,Mask touches image border,low
ISIC_0011178.JPG,ISIC_0011178_A04_T1_S1_55a002a99fc3c156bd7145c7.png,Mask touches image border,low
ISIC_0011181.JPG,ISIC_0011181_A04_T1_S1_55a002719fc3c156bd7145b5.png,Mask touches image border,low
ISIC_0011185.JPG,ISIC_0011185_A04_T1_S1_55a002269fc3c156bd71459d.png,Mask touches image border,low
ISIC_0011206.JPG,ISIC_0011206_A04_T1_S1_559ff61e9fc3c156bd71439e.png,Mask touches image border,low
ISIC_0011209.JPG,ISIC_0011209_A04_T1_S1_559ff5599fc3c156bd714380.png,Mask touches image border,low
ISIC_0011212.JPG,ISIC_0011212_A04_T1_S1_559ff51b9fc3c156bd714368.png,Mask touches image border,low
ISIC_0011221.JPG,ISIC_0011221_A04_T1_S1_559ff4469fc3c156bdd8513a.png,Mask touches image border,low
ISIC_0011229.JPG,ISIC_0011229_A04_T3_S1_559ff34b9fc3c156bd945c40.png,Mask touches image border,low
ISIC_0011233.JPG,ISIC_0011233_A04_T1_S1_559ff2cb9fc3c156bd945c28.png,Mask touches image border,low
ISIC_0011238.JPG,ISIC_0011238_A04_T1_S1_559ff2439fc3c156bd945c0a.png,Mask touches image border,low
ISIC_0011239.JPG,ISIC_0011239_A04_T1_S1_559ff2239fc3c156bd945c04.png,Mask touches image border,low
ISIC_0011250.JPG,ISIC_0011250_A04_T1_S1_559ff0a09fc3c156bd945bc2.png,Mask touches image border,low
ISIC_0011254.JPG,ISIC_0011254_A04_T1_S1_559fef539fc3c156bd945baa.png,Mask touches image border,low
ISIC_0011255.JPG,ISIC_0011255_A04_T1_S1_559fef0f9fc3c156bd945ba4.png,Mask touches image border,low
ISIC_0011258.JPG,ISIC_0011258_A06_T1_S1_55ddef9d9fc3c10470dbf5d8.png,Mask touches image border,low
ISIC_0011258.JPG,ISIC_0011258_A04_T3_S2_559feec39fc3c156bd945b92.png,Mask touches image border,low
ISIC_0011259.JPG,ISIC_0011259_A04_T1_S1_559feea99fc3c156bd945b8c.png,Mask touches image border,low
